antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Classical, International, Soul-RnB","Folk, Hip-Hop",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Easy Listening, Instrumental, Rock","Folk, Hip-Hop",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Electronic, Jazz, Unknown","Hip-Hop, Spoken",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Electronic, Hip-Hop, Old-Time / Historic","Pop, Spoken",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Electronic, Jazz, Unknown","Pop, Spoken",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Jazz, Rock, Unknown","Electronic, Spoken",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Folk, Jazz, Rock","Hip-Hop, Spoken",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Instrumental, Old-Time / Historic, Rock","Hip-Hop, Spoken",0.23618090452261306,0.40703517587939697,0.12060301507537688,0.5106382978723404,1.2545311268715524,1.0,0.024469079063660013,1.2117107275507975,0.26562500000000006,0.23076923076923075,0.17472051929318422,0.40346729708431833
"Classical, Easy Listening, Hip-Hop, Old-Time / Historic",Experimental,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Classical, Electronic, Hip-Hop, International",Experimental,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Country, International, Rock, Unknown",Experimental,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Easy Listening, Electronic, Experimental, Pop",Spoken,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Easy Listening, Electronic, Experimental, Unknown",Spoken,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Easy Listening, Jazz, Old-Time / Historic, Rock",Pop,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Easy Listening, Jazz, Old-Time / Historic, Rock",Spoken,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Electronic, Hip-Hop, Old-Time / Historic, Rock",Experimental,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Electronic, International, Rock, Unknown",Experimental,0.1658291457286432,0.628140703517588,0.1306532663316583,0.787878787878788,1.2543030303030303,1.0,0.02648923006994773,1.7530509691313716,0.24304911955514363,0.19696969696969696,0.4295659295659297,0.49793939393939396
"Easy Listening, Hip-Hop, Old-Time / Historic, Soul-RnB",Classical,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Easy Listening, Hip-Hop, Soul-RnB, Unknown",Classical,0.16080402010050251,0.5979899497487438,0.12060301507537688,0.75,1.254201680672269,1.0,0.0244438271760814,1.608040201005025,0.24151696606786419,0.18897637795275588,0.37812499999999993,0.47584033613445376
"Easy Listening, Old-Time / Historic, Rock, Unknown",Classical,0.16080402010050251,0.5979899497487438,0.12060301507537688,0.75,1.254201680672269,1.0,0.0244438271760814,1.608040201005025,0.24151696606786419,0.18897637795275588,0.37812499999999993,0.47584033613445376
"Easy Listening, Rock, Soul-RnB, Unknown",Classical,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Classical, Electronic, Hip-Hop, Instrumental",Soul-RnB,0.16080402010050251,0.5979899497487438,0.12060301507537688,0.75,1.254201680672269,1.0,0.0244438271760814,1.608040201005025,0.24151696606786419,0.18897637795275588,0.37812499999999993,0.47584033613445376
"Electronic, Hip-Hop, Soul-RnB, Unknown",Classical,0.16080402010050251,0.5979899497487438,0.12060301507537688,0.75,1.254201680672269,1.0,0.0244438271760814,1.608040201005025,0.24151696606786419,0.18897637795275588,0.37812499999999993,0.47584033613445376
"Classical, Electronic, Instrumental, International",Soul-RnB,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Folk, Hip-Hop, Old-Time / Historic, Soul-RnB",Classical,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Hip-Hop, International, Jazz, Spoken",Classical,0.16080402010050251,0.5979899497487438,0.12060301507537688,0.75,1.254201680672269,1.0,0.0244438271760814,1.608040201005025,0.24151696606786419,0.18897637795275588,0.37812499999999993,0.47584033613445376
"Hip-Hop, Jazz, Soul-RnB, Unknown",Classical,0.16080402010050251,0.5979899497487438,0.12060301507537688,0.75,1.254201680672269,1.0,0.0244438271760814,1.608040201005025,0.24151696606786419,0.18897637795275588,0.37812499999999993,0.47584033613445376
"Classical, Instrumental, International, Old-Time / Historic",Soul-RnB,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Instrumental, International, Old-Time / Historic, Soul-RnB",Classical,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Classical, Instrumental, International, Pop",Soul-RnB,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Instrumental, International, Pop, Soul-RnB",Classical,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Classical, Instrumental, Jazz, Rock",Soul-RnB,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Instrumental, Old-Time / Historic, Pop, Soul-RnB",Classical,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Classical, Instrumental, Rock, Unknown",Soul-RnB,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Experimental, Instrumental, Jazz, Rock",Soul-RnB,0.1407035175879397,0.5979899497487438,0.10552763819095477,0.75,1.254201680672269,1.0,0.021388348779071226,1.608040201005025,0.23586744639376206,0.16666666666666669,0.37812499999999993,0.4632352941176471
"Blues, Old-Time / Historic, Rock","Hip-Hop, Pop",0.2814070351758794,0.4271356783919598,0.1507537688442211,0.5357142857142857,1.254201680672269,1.0,0.03055478397010175,1.2338616157711635,0.28205128205128194,0.27027027027027023,0.18953634085213025,0.44432773109243695
"Easy Listening, Hip-Hop, Rock","Experimental, Unknown",0.2814070351758794,0.4271356783919598,0.1507537688442211,0.5357142857142857,1.254201680672269,1.0,0.03055478397010175,1.2338616157711635,0.28205128205128194,0.27027027027027023,0.18953634085213025,0.44432773109243695
"Experimental, Rock, Unknown","Old-Time / Historic, Spoken",0.2814070351758794,0.4271356783919598,0.1507537688442211,0.5357142857142857,1.254201680672269,1.0,0.03055478397010175,1.2338616157711635,0.28205128205128194,0.27027027027027023,0.18953634085213025,0.44432773109243695
"Old-Time / Historic, Rock, Spoken","Experimental, Unknown",0.2814070351758794,0.4271356783919598,0.1507537688442211,0.5357142857142857,1.254201680672269,1.0,0.03055478397010175,1.2338616157711635,0.28205128205128194,0.27027027027027023,0.18953634085213025,0.44432773109243695
"Blues, Classical","Hip-Hop, Old-Time / Historic",0.3417085427135678,0.4221105527638191,0.18090452261306533,0.5294117647058824,1.254201680672269,1.0,0.03666574076412213,1.2280150753768844,0.3078880407124682,0.3103448275862069,0.18567774936061385,0.4789915966386555
"Classical, Pop","Hip-Hop, Old-Time / Historic",0.3417085427135678,0.4221105527638191,0.18090452261306533,0.5294117647058824,1.254201680672269,1.0,0.03666574076412213,1.2280150753768844,0.3078880407124682,0.3103448275862069,0.18567774936061385,0.4789915966386555
"Classical, Rock, Spoken","Hip-Hop, Old-Time / Historic",0.2562814070351759,0.4221105527638191,0.135678391959799,0.5294117647058824,1.254201680672269,1.0,0.02749930557309159,1.2280150753768844,0.2725225225225225,0.25000000000000006,0.18567774936061385,0.42542016806722693
"Easy Listening, Experimental, Spoken","Hip-Hop, Old-Time / Historic",0.2562814070351759,0.4221105527638191,0.135678391959799,0.5294117647058824,1.254201680672269,1.0,0.02749930557309159,1.2280150753768844,0.2725225225225225,0.25000000000000006,0.18567774936061385,0.42542016806722693
"Classical, Easy Listening, Instrumental",Soul-RnB,0.20100502512562815,0.5979899497487438,0.1507537688442211,0.7499999999999999,1.2542016806722687,1.0,0.030554783970101737,1.6080402010050243,0.2536687631027252,0.2325581395348837,0.37812499999999966,0.5010504201680671
"Pop, Rock, Soul-RnB",Jazz,0.20603015075376885,0.6030150753768844,0.15577889447236182,0.7560975609756098,1.2538617886178862,1.0,0.03153960758566704,1.6276381909547741,0.255002041649653,0.2384615384615385,0.38561284347020697,0.5072154471544715
"Country, Easy Listening, Hip-Hop, Old-Time / Historic",Blues,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Country, Easy Listening, Hip-Hop, Unknown",Blues,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Country, Hip-Hop, International, Old-Time / Historic",Blues,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Country, Hip-Hop, Spoken, Unknown",Blues,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Blues, Hip-Hop, Instrumental, Pop",Rock,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Classical, Country, Easy Listening, Unknown",Rock,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Classical, Hip-Hop, Pop, Soul-RnB",Old-Time / Historic,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Easy Listening, Pop, Soul-RnB, Spoken",Old-Time / Historic,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Electronic, Jazz, Pop, Spoken",Rock,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Experimental, Hip-Hop, Jazz, Pop",Rock,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Hip-Hop, Jazz, Pop, Soul-RnB",Old-Time / Historic,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Hip-Hop, Jazz, Pop, Soul-RnB",Rock,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Jazz, Pop, Rock, Soul-RnB",Old-Time / Historic,0.15577889447236182,0.6432160804020101,0.12562814070351758,0.8064516129032256,1.2537802419354835,1.0,0.025428650791646662,1.8433835845896132,0.23976190476190468,0.18656716417910446,0.4575193094048155,0.5008820564516128
"Classical, Easy Listening, International, Rock",Country,0.12562814070351758,0.6381909547738693,0.10050251256281408,0.8000000000000002,1.2535433070866144,1.0,0.0203277695007702,1.8090452261306547,0.23132183908045995,0.15151515151515152,0.4472222222222227,0.47874015748031507
"Blues, Easy Listening, Hip-Hop, International, Rock",Country,0.12562814070351758,0.6381909547738693,0.10050251256281408,0.8000000000000002,1.2535433070866144,1.0,0.0203277695007702,1.8090452261306547,0.23132183908045995,0.15151515151515152,0.4472222222222227,0.47874015748031507
"Electronic, Experimental, International, Old-Time / Historic, Spoken",Country,0.12562814070351758,0.6381909547738693,0.10050251256281408,0.8000000000000002,1.2535433070866144,1.0,0.0203277695007702,1.8090452261306547,0.23132183908045995,0.15151515151515152,0.4472222222222227,0.47874015748031507
"Easy Listening, Folk, Old-Time / Historic","Blues, Rock",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Easy Listening, Hip-Hop, Jazz","Blues, Rock",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Experimental, Pop, Spoken","Blues, Rock",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Blues, Instrumental, Unknown","Hip-Hop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Blues, Jazz, Rock","Pop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Classical, Easy Listening, Old-Time / Historic","Hip-Hop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Classical, Folk, Old-Time / Historic","Pop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Classical, Jazz, Old-Time / Historic","Hip-Hop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Classical, Old-Time / Historic, Soul-RnB","Hip-Hop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Electronic, International, Unknown","Country, Experimental",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Electronic, Pop, Rock","Country, Experimental",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Instrumental, Rock, Soul-RnB","Country, Experimental",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"International, Old-Time / Historic, Spoken","Country, Experimental",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Easy Listening, Folk, Old-Time / Historic","Hip-Hop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Experimental, Folk, Old-Time / Historic","Electronic, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"International, Rock, Unknown","Electronic, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Instrumental, Rock, Soul-RnB","Folk, Hip-Hop",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"International, Soul-RnB, Unknown","Hip-Hop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Hip-Hop, Old-Time / Historic, Soul-RnB","Pop, Spoken",0.24623115577889448,0.40703517587939697,0.12562814070351758,0.510204081632653,1.2534643487024437,1.0,0.025403398904068064,1.2106365159128976,0.26826666666666654,0.23809523809523808,0.17398823936354188,0.4094230284706475
"Easy Listening, Jazz, Rock","Old-Time / Historic, Pop",0.24120603015075376,0.4321608040201005,0.1306532663316583,0.5416666666666667,1.2533914728682172,1.0,0.026413474407211965,1.2389218821379628,0.2664289353031077,0.24074074074074076,0.19284660766961667,0.42199612403100784
"Folk, Old-Time / Historic, Soul-RnB","Blues, Spoken",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Classical, Country, Experimental","Rock, Spoken",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Easy Listening, Experimental, Pop","Classical, Hip-Hop",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"International, Rock, Soul-RnB","Classical, Hip-Hop",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"International, Soul-RnB, Spoken","Classical, Hip-Hop",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Classical, International, Unknown","Rock, Spoken",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Country, Electronic, Folk","Hip-Hop, Jazz",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Easy Listening, Experimental, Pop","Rock, Unknown",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Easy Listening, Jazz, Unknown","Rock, Spoken",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Electronic, International, Pop","Experimental, Rock",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Electronic, Soul-RnB, Spoken","Experimental, Old-Time / Historic",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Electronic, Folk, Pop","Rock, Spoken",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Electronic, International, Pop","Rock, Unknown",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Folk, Old-Time / Historic, Soul-RnB","Rock, Spoken",0.22110552763819097,0.41708542713567837,0.11557788944723618,0.5227272727272727,1.2532858707557504,1.0,0.023357996010201762,1.2213448193347691,0.2594670406732118,0.22115384615384615,0.18123040752351097,0.39991785323110624
"Blues, Pop, Rock, Unknown",Electronic,0.19095477386934673,0.5879396984924623,0.1407035175879397,0.736842105263158,1.2532613585245165,1.0,0.02843362541349967,1.5658291457286437,0.24977817213842066,0.2204724409448819,0.36136071887034676,0.48807917228969866
"Country, Experimental, Old-Time / Historic, Spoken",Electronic,0.19095477386934673,0.5879396984924623,0.1407035175879397,0.736842105263158,1.2532613585245165,1.0,0.02843362541349967,1.5658291457286437,0.24977817213842066,0.2204724409448819,0.36136071887034676,0.48807917228969866
"Experimental, Hip-Hop, Spoken, Unknown",Electronic,0.19095477386934673,0.5879396984924623,0.1407035175879397,0.736842105263158,1.2532613585245165,1.0,0.02843362541349967,1.5658291457286437,0.24977817213842066,0.2204724409448819,0.36136071887034676,0.48807917228969866
"Experimental, Pop, Rock, Unknown",Electronic,0.19095477386934673,0.5879396984924623,0.1407035175879397,0.736842105263158,1.2532613585245165,1.0,0.02843362541349967,1.5658291457286437,0.24977817213842066,0.2204724409448819,0.36136071887034676,0.48807917228969866
"Easy Listening, Folk","Old-Time / Historic, Spoken",0.35678391959798994,0.4271356783919598,0.19095477386934673,0.5352112676056338,1.2530240265120132,1.0,0.03855963233251686,1.2325262677021471,0.3139391447368421,0.32203389830508466,0.18865826538176414,0.49113504556752274
"Country, Easy Listening, Electronic",Hip-Hop,0.20100502512562815,0.678391959798995,0.1708542713567839,0.8499999999999999,1.2529629629629626,1.0,0.034494078432362796,2.144053601340031,0.2526822049574545,0.2411347517730496,0.5335937499999995,0.5509259259259258
"Classical, Easy Listening, Pop","Experimental, Hip-Hop",0.21105527638190955,0.4371859296482412,0.11557788944723618,0.5476190476190477,1.252599890530925,1.0,0.023307492235044566,1.2441153134091512,0.2556078648573802,0.21698113207547168,0.1962159863945579,0.40599343185550085
"Classical, International, Old-Time / Historic","Experimental, Hip-Hop",0.21105527638190955,0.4371859296482412,0.11557788944723618,0.5476190476190477,1.252599890530925,1.0,0.023307492235044566,1.2441153134091512,0.2556078648573802,0.21698113207547168,0.1962159863945579,0.40599343185550085
"Classical, International, Rock","Experimental, Hip-Hop",0.21105527638190955,0.4371859296482412,0.11557788944723618,0.5476190476190477,1.252599890530925,1.0,0.023307492235044566,1.2441153134091512,0.2556078648573802,0.21698113207547168,0.1962159863945579,0.40599343185550085
"Country, Hip-Hop, Unknown","Blues, Rock",0.2562814070351759,0.40703517587939697,0.1306532663316583,0.5098039215686275,1.2524812394093443,1.0,0.026337718744476157,1.2096482412060303,0.2710498960498961,0.24528301886792456,0.17331339315387187,0.4153957879448076
"Easy Listening, Experimental, Spoken","Blues, Rock",0.2562814070351759,0.40703517587939697,0.1306532663316583,0.5098039215686275,1.2524812394093443,1.0,0.026337718744476157,1.2096482412060303,0.2710498960498961,0.24528301886792456,0.17331339315387187,0.4153957879448076
"Electronic, Hip-Hop, Instrumental","Blues, Rock",0.2562814070351759,0.40703517587939697,0.1306532663316583,0.5098039215686275,1.2524812394093443,1.0,0.026337718744476157,1.2096482412060303,0.2710498960498961,0.24528301886792456,0.17331339315387187,0.4153957879448076
